name	mbid	artist_ref
Good Times Bad Times	6978bfee-114a-48ab-8e0f-ceefeafe189f	1703
Good Vibrations	47a2e4d5-4135-442d-90c5-9e6e14f48a7e	113
Gooey	52032938-7ee1-4375-9a6b-c349f0a6c1af	186
Goosebumps	c33e8512-5097-46dd-b65f-8b3ba78085ae	582
Gott sei Junk	7b95fa0f-10ab-4c14-a283-3ed260552e94	215
Gravity	e8c5c4e3-920c-49bb-92cf-64f1457288d2	2197
Groove With Me	2ae54d90-f66d-462c-9dde-77cfdb7be583	1784
Grüner Samt	7cc6334c-8f0b-4b52-a33c-35f4588a30f4	1602
Guajira (I Love U 2 Much)	ed8a530f-85a5-47fe-ad83-3d1cf8756bef	2237
Guap	71b04a79-99bd-484f-9d4b-121fc0abd348	1537
Guiding Light	be6a74e8-7e9f-4658-9678-07eed56db14c	158
Guilty Conscience	57395e69-1cb9-4de0-987b-1915d7ae9977	1503
Guts over Fear	7bd7de1f-d1b6-40b3-94a9-5b50933ca7aa	1503
Habits (Stay High)	4358324c-03c3-4010-8eef-6e82b7756034	1961
Latin Simone (Que pasa contigo)	81244866-a534-49be-a156-bd456ee7be41	1474
Lieblingsmensch	03a0a803-b302-485a-ba7a-a63bddf704e7	240
Lila	501d0c37-ebb4-44f1-bec9-bbe858ad61a6	2193
Long Gone Memory	87af2a66-924e-4993-bcdd-d2fc4128c495	827
Loreley	ab884987-121e-41be-9d81-ecf0bb7bb6d3	1696
Loser	8402a481-dfdc-45a9-a6d9-aeca686efd67	919
Losing My Religion	04233db6-f991-4fb2-bef9-813f95a0bf30	2101
Love Is All Around	89411964-889c-4d9b-bc24-f8756d46068d	1104
MacKer	e85588d0-8a20-461c-a4ab-070df1a39d2f	1212
Maria Maria	0137b127-2aa4-437b-a3ed-c0ed66e235b8	85
Moliendo Café	2d328736-6ff1-4c94-82ce-5c5381ffbe46	1749
Montevideo	753b3fcd-0616-48a1-83a9-bfa9bc0aebd3	1654
Moving Together	04ed5eba-6f3f-485e-a6f7-0f48aea81f94	1834
Mueve la Cintura Mulata	dd003cf2-1be6-4139-9774-e0c95d26dd8c	1815
My Love Is Your Love	0f309f9d-e537-4821-87a2-54f238dd2753	1755
Mysterious Girl	7026e97e-bd6f-4852-8e80-49e4bdb4fbd3	1242
Märchenprinz	46d398c2-0cae-45b3-b460-8e342c32a345	2014
No Diggity	d8ed292c-6bad-4c2b-9043-a86a6506746a	1788
No Type	bacc3a68-3614-40b9-b4fb-cafa32930d18	998
Not Afraid	53aa78a4-4746-4396-b248-2e9f5425141e	1503
Notorious Thugs	b308f953-016e-452c-b688-0f2e4a4a095f	715
Nuclear (Hands Up)	ee44941f-b321-47ec-ac1a-7cd4dda516f9	1483
Oh Happy Day	1527840b-86bc-4d62-b50a-3d9a6a1255c0	1304
Oh Oh	d993bd6e-88e1-4b95-ad26-e2233999305a	1480
Oh, Susanna	2968829e-975e-403a-ae6e-2cd91ae56fc7	1241
OMG!	15885a21-d750-49f4-b786-7ce44cc8d409	1565
One Click Headshot	09da6bee-0449-4b13-8e7f-1305aa45b7d3	1616
Opposite of Adults	fa64710d-ed5b-449d-b2eb-65fd0fb03fec	1996
Always Be My Baby	a9c15481-2329-45e1-a1d8-01e61838a60b	2175
Always on My Mind	a57d2655-bf48-482e-8d40-e56d52b0ff89	503
Ambitionz az a Ridah	ffd277e5-bd7f-434b-ba95-4b278013e81a	1451
Amorosa Guajira	0b67f9fc-eed3-4510-8b56-447f7e703aa0	197
Amys Weinhaus	f57e2a9a-52d7-4e32-93c4-f0aa6c0f388d	1565
Angel In Blue Jeans	7003c572-c734-48b6-918f-d1b2c8457381	1466
Architecture of Aggression	a948b22c-06de-44e9-8114-3b10f0f5e5d8	2071
Around the World	77dedaf6-cc75-4cc3-a399-cc93afc3dbda	1167
Around the World	b02ff1c6-07e5-4000-8308-1bd005242551	238
Arsonist's Lullabye	f861bd59-ac75-408d-9adc-e4ee89203ed9	1660
Baby Fratelli	693dc6d2-9668-4283-9cf8-70df53175db3	660
Baby Please Don't Go	de84088c-6bd3-4017-8c56-7352bbf0dbde	2212
Baby, I Love You	218bd28f-8d40-4ae2-977b-97d356693de4	427
Bad Moon Rising	f7f699a2-ffec-422f-9c9b-b6123e875732	2143
Bad Religion	d5d6b724-1b58-4be8-9d8c-2fc169c3b817	188
Bad Seeds	5eff70cd-b692-4825-a6a0-feb38ea095a2	461
Bad Touch	22f203ab-cbd6-483b-8402-262e24d626f3	313
Baile De Los Pobres	58fc9d93-d5ff-41ea-ac39-15de33a1c574	1363
Balloons	483c5a3b-90ec-4435-96f0-f78156746047	252
Bar For Bar	c094a313-3bc3-4f61-9c6a-6e9ece93204e	776
Beautiful	ce1c8d0c-5a66-4fe3-acab-db1967b1f9bc	1503
Beautiful Life	9b056f10-0ef0-4f73-a0f4-a79d745dc5b8	1650
Because I Got High	784da2c9-cc03-4128-ac63-21fd00bd5af4	1128
Becoming Insane	28375f34-92a4-4cdb-ae42-c397afcc9b89	226
Beetlebum	0dcdee10-ee0f-46bd-8a7b-48d776da5888	1418
Begin By Letting Go	e2cb2e9f-ba85-4965-9b3b-db210abdb01b	132
Bemba Colora	e3708740-df98-4653-a76d-9e7462902951	1798
Bengalische Tiger	9249c8c3-fac1-4327-9a60-3630c016c79e	1565
Berzerk	553ea53d-7a60-42b5-951d-43c11a6d9cc6	1503
Bette Davis Eyes	85b10ad3-3cda-4c8f-ba5f-723235a1cede	2309
Three Cheers for Five Years	3849343e-1ff9-49f8-8c94-78a139d3662b	1724
Three Little Birds	d99ec66b-28ba-4494-b2bf-5acdb1f2b7fd	2137
Threnody	d04e6c85-852d-4f40-ae6f-dbb585ec0d8b	191
Threw It on the Ground	d1bb2e15-efae-4fb6-a9db-9ca4022d3ebd	1310
Thriller	9dcc3577-5448-4cd2-a069-94be0d5b153e	182
Thug 4 Life	8ed11ee5-f98b-4e4d-9b35-54335bf15c65	1451
Thugs Get Lonely Too	f265308b-3ea3-47a3-938b-1ea1a16bab1b	1451
Tight Pants	7089c07b-b8b7-437f-9182-2dd20db10e34	582
Times	d3d5d07c-1db9-4a86-b535-895de401d36c	1184
Timshel	3d693d92-3c17-41c8-bf16-f27b2c5b4a8b	2094
Tiny Raindrop	f134ac4b-427e-45bf-be30-2c9be0569fa6	1177
TO BE MYSELF COMPLETELY	27b377fd-8644-4a84-8a1e-7c8ef4253b92	725
To Be With You	f30878f9-3994-4c71-bb04-92b5caa2dc98	1913
To Build a Home	a947e7fb-e750-4a6c-b911-1674dd5863f6	1300
Together	2101b577-37ff-452b-af87-036cab5af43d	1934
Together	30cd9925-d774-4996-866b-090a302db409	465
Tokyo (Vampires & Wolves)	14d87291-0961-4ae5-8868-74bde4379bb2	662
Transpose	79ed31c0-ee4a-4b5f-a62f-366a4fd648bb	1987
Tribute	61630ff2-b63f-4d50-9a0a-bef5d0dcbfe2	394
True Lies	b13779ad-906c-4bb8-9571-18c8e83f0dd6	2302
Try (Just a Little Bit Harder)	ed4cfe52-ff00-4e77-92fb-e25cf839dac6	18
Turn Around	c42fe703-d7e4-4bdd-bb2e-bfeec3597c41	1384
Turn Down the Lights	3a937aa7-4f0b-40e1-aa2b-441d45bd195c	1192
Turn! Turn! Turn! (To Everything There Is a Season)	bddf5b5b-d0b9-452f-8c44-7519b470498a	114
Two Fingers	a954cbd1-86f7-41aa-a40d-326f030e3e49	2243
Tylium (Spooky Remix)	9788478d-2923-4600-8457-a02266a363d7	2246
Ubangi Stomp	2ae01e85-c2d7-41b0-8bb6-bca27cf6b01a	488
ULTRAnumb	71a0cdc3-c302-460c-83c8-53b7dee967e7	1207
Unchained Melody	4275e6c6-4ab9-4c00-b907-58e94c585f58	426
Under Pressure	e11522e1-9910-4643-92dc-5ecd588c38a4	2100
Under the Bridge	10d1062a-7275-458f-ad0d-906eeaa22c57	1254
Under The Weather	4cf74860-6584-4b6b-8fa7-0e2c56f2d28d	1076
Unnatural Selection	25ab8db0-e3e2-4ff6-aec4-35757fe2379e	1079
Uptown Girl	53a7bf0b-6547-497e-a7b4-6bb01b6bd243	492
Urban Control	60017a10-7946-4b6f-ba1a-a7a849a14209	507
Urban Photograph	e4837da2-1b50-4eed-8ffb-9f0c86f3b8b0	1414
Valerie	b23b1b65-9eec-4577-bbe9-d7be42cb21fd	1482
Vamo' A Portarnos Mal	b03f2057-b035-42d3-a34c-06da5c1cc79c	1363
Vancouver Beatdown	e2dbe92a-b879-4d5a-90fe-12a196483361	1483
Vato	687e24e4-73ee-4219-b739-ed91b2fe3103	1379
Venus	1660a231-399d-412a-9d25-f4ae7f2c6a54	592
Victory Lap	30ee12fd-9562-4a77-9c2b-65504562dfa1	1143
Da kummt die Sunn	2d58aa08-378e-43a5-8034-64038ed74753	1619
Dude (Looks Like a Lady)	b62424dd-1498-4642-874a-7bea46e5a51d	306
For The People	e0b2aead-1d84-4060-9681-901a19232094	2149
Free Bird	cebc0332-15d5-4760-969b-5a04c7bfee34	2172
Freefall	fa7da516-c85e-4d6a-8e9f-56a454f360be	1547
Get Up (Rattle)	335be7d2-e177-4065-a9dc-f79fd51d3002	2136
Hinode	cb1ea9f6-03e1-4f43-98d6-b1a7c9a5950d	1351
Hip Hop	87980dc1-8507-45e9-99fe-df5c54311367	1555
Insignia	742acea0-e45c-4f4b-bf0e-e3c78e6e05b7	1500
Kalt und kälter	c54535ae-e223-4e6c-a205-10a71bbff952	1619
Major Happy	522a3aaf-119c-4900-88c3-c92d8082075c	0
Mein Weed	17acc7cc-00af-4109-8f3c-58eb1c15c5d4	996
Money for Nothing	e6c7f0d6-2b44-435c-b321-2fb6bff9a555	241
Nitrous	755c4bce-76c5-4180-b995-0f12c65f6b7e	1374
No One Knows	2a559871-96d4-410d-b8cd-5cd2f2b2459e	708
Streetknowledge	f99711d1-c93e-40d6-83e7-795b57629c3e	254
Summer in the City	04b88593-cf6f-4277-bd0b-e1432840f3ab	2113
Sunlight	ce926234-f056-4805-a115-f7c37da60947	1338
The Drop (MUST DIE! Remix)	2b44d83b-175c-408c-ad36-2c95cc07ada6	1055
The Rock Show	94b79343-c276-456f-bfb9-54d491631ab5	1593
The Seed (2.0)	91923bdc-a66c-46be-8ec5-cc8d4e7750b0	2209
Try Me	c8aafdff-cf61-4f85-b2ee-7b92d261e8bc	1579
Hooked on a Feeling	a83d9618-1ea8-4492-8cd1-05db8606a42f	314
Immunity	b55e9393-05fc-4107-8a7a-e8f5516a7eb7	1483
Irgendwann Bleib I Dann Dort	69f0a4e5-5d1c-4cc2-9249-2cf2ada07089	1619
Jeanny	ea63c654-308c-44ef-8390-195d038675ec	1538
Le Charme Des Premiers Jours	69f71ea1-1e99-4277-8a43-21820578fe48	341
Like A G6	4899cf9c-3a12-46dd-950e-f395ecab79db	336
Manic Monday	76be12c0-7915-41a5-85db-66c37569b5c2	2111
Mannish Boy	5c44e22b-3efa-4510-9fe3-8ce20314fd2f	2093
Moment	011a70e2-760b-4b3a-b19a-2372c2e1906f	2117
Otis	e67985c1-4e31-4d7b-b2af-1f97931df3cc	19
Put It Down	60147893-d686-455e-880f-ab5fbdaed545	317
Runaround Sue	7306abf4-aa69-47da-bed9-611e45ea079b	1409
Summer of '69	63829f37-1e41-4f31-a5c8-4dfa78e0aa9d	674
Teenage Dirtbag	8247bb62-85e6-41b7-a194-a5cf7aecb7a8	2120
Underdog	01c3a738-3412-4017-ad60-5048542dd51f	1618
Used 2	df6773ee-9567-41d6-aae6-50ea9918eaa0	1468
Wild Thing	f72670a9-2460-46dd-89b9-950e45c0ef90	2114
Wir sind high	078ecd64-5aa4-4743-a1b9-f7588fdaa849	1352
Wop (Official Version)	e86c209f-263d-4463-b9ba-f63d6c95b854	347
Work Hard, Play Hard	948f1020-28b3-40e1-b28e-a7fa6840a94e	1361
Abort	e6cd1d39-8460-4d7c-a096-1ed4c27f8122	1479
All Day and All of the Night	30093d15-198e-41c3-a169-007e2208fcf3	1089
Archangel	e66b1022-d2d4-4d92-8916-72970de6426e	1008
B.O.B.	6292365f-4fd4-4b5f-bc8e-3b29d643435c	1082
Bitch, Don’t Kill My Vibe	fceeb61d-4e64-43c8-9221-9aa4e5bf8ee3	1512
Boss Mode	5a086b0c-bd4c-4fd3-95f4-2bd6bb95a99f	1401
champions	5903287e-9322-4a7c-9bb7-0f916834aa58	1550
Take You Higher	5c4c2d9a-a19d-4d61-b52d-9edc29f237b7	1545
Taler Unser	b225ced4-6856-4cd9-a8c7-7b15ce8b858d	1557
Techno Rocker	0d8019db-c869-4f67-9b74-94fc34e80e1f	1183
Teddy Picker	d0b676e6-471d-42a5-8d26-11a4580c161d	1501
Teenage Mutant Horror Show	d1500ead-167b-4454-a080-560764f116f6	1449
Tekknohurensohn	6c9bf809-449c-46a4-b0f4-799b467d2a7b	1390
Ten Thousand Hours	3490e693-334c-4e04-bed6-a8c8f29edb66	38
Tenderly	fde9631e-db75-466e-aa69-e8f84fe581af	86
Tenderness	c038a95d-3536-43ec-aa8c-4bd01ee8a008	749
Tenerife Sea	2ec68f9f-e687-47ed-b867-e9b575f482d6	1490
The 32nd of December	a0ab9c5c-2885-4610-9661-95591404b1fd	1783
The 4 Seasons: Violin Concerto in E Major, Op. 8, No. 1, RV 269, "La primavera" (Spring): I. Allegro	0216c8ec-6905-499a-ab8e-4408491fc816	1982
The 4 Seasons: Violin Concerto in F Minor, Op. 8, No. 4, RV 297, "L'inverno" (Winter): II. Largo	afe17fcb-537b-47e6-b7b5-174dc1daf2ce	1982
The 59th Street Bridge Song	44fd6dac-17f3-4b8f-8213-16c8ef0b178a	862
The A Team	9b9257d2-8f1b-44e9-ae32-45a5d163a541	1490
The Abominable Snowman	b6a67735-a0ad-43f7-9d90-ae17fbe41729	1716
The Answer	aa3be439-fd21-4426-aa23-5842f333b78d	1324
The Anthem	a9dc7296-5b5d-4e89-9d59-65c0dd35532d	259
The Bay	1857ed23-14e8-480e-b765-0ee7a7b00374	1884
The Beast	7141f094-19cd-4486-8567-e4703a56fdb7	1897
The Beast	94ddf998-ca56-4a3c-8836-6a98a953f5c5	868
The Blues Are Still Blue	5efb3f96-3d83-4173-b99c-453874bb542d	725
The Distance	d2bb7650-bdf4-476a-b74d-35345cc1dbfe	752
The Drill	f6d6511f-c875-488f-9759-15b8f015f112	1650
The Foggy Dew	4b8102cd-9229-4cd1-a997-b8542a0ebe84	499
The Gangsta, The Killa And The Dope Dealer	4fca523a-b6e2-4709-a734-97960c4eae5d	493
The Green Fields Of France	a2cf8cfa-16db-42f0-a308-35f3f68239e2	414
The Irish Rover	f19a984f-de28-4330-99da-2c436771440a	80
The Kids Aren't Alright	0b6cea69-0935-415b-8d9c-981b3baef82d	1313
The Locomotion	838fb586-09c6-4b1d-903b-72ce8e39800c	2342
The Look	e42e2e0f-d320-47cf-948d-3ba9add0e2e3	1263
The Middle	e3b7cd96-c41d-497a-b401-dc7494f638db	2267
The Morning	6bb4bfa3-3698-4b86-85b2-2cab22f4d8c3	1482
The Party & the After Party	d1f05887-2eb1-4fef-ba7b-6af4987d82a7	1482
The Pretender	ffb3f2b6-460d-4334-8221-c4912df88972	971
The Riddle	48c2d570-3321-4013-bbd3-4f9a8b9c0519	2082
The Rocky Road to Dublin	f22e31b4-9efe-4985-ab27-11afc5bb0923	494
The Shoop Shoop Song	d39a2011-90a5-4f0b-9bf0-2791e1e5aae0	938
The Snake In Dallas	252c54c5-f82e-4fb1-ba3d-54fb8b2b73dd	1474
The Streets of Baltimore	f3a32bd3-e3e2-4cab-8b91-161dfe88d5a5	1208
The Suburbs	a0c8a6b4-74bf-4c12-b8b7-8f81df881061	1777
The Tempest	7f3c98ae-815b-4d86-87c1-be24bdbe5e8d	1548
The Theme From "A Summer Place"	a7a23535-ae7b-44a7-86b0-c8ef1bd81285	502
The Walk	a751fde9-9754-4bbf-962a-43e6ed058538	2307
The Way I Am	384b7388-e626-459a-a14e-aae81e61bc61	1503
The Way We Touch	05eb5175-bfb0-4302-8f5e-18b193e5f876	490
The Way You Look Tonight	d14a6f57-36e4-45e5-a264-53251db991e1	2279
There Goes Our Love Again	0ced19ef-e1ee-4b46-a995-292625080bf8	1105
These Boots Are Made for Walkin'	adea645f-e7b2-47c9-a066-574f53993c60	1924
These Simple Things	99ead577-3253-437b-af23-184512e752c5	571
This DJ	3439b920-2f77-4d3e-b352-2cbaa39bac7a	1968
This Is How We Do It	59f448db-0859-4dc3-be79-c288fe0d1278	1910
This Is How We Walk On The Moon	59a0a02f-492d-4246-a964-3708c81b63b0	1678
You Shook Me All Night Long	7d36812d-087e-4144-a9c8-52750d5007ee	987
Your Style (Maya Jane Coles Remix)	36edc7dd-2623-4b42-a966-0f98a071a5c4	270
(Sic)	f60bd723-6c7e-4674-aab2-40f9cac4e6c5	1404
(You Make Me Feel Like) a Natural Woman	0d4800dc-0e53-4d85-90e1-a4a316e47b8e	1983
0 To 100 / The Catch Up	de6318d5-263e-4627-804b-648ac61a5566	1502
10,000 Feet	553f800e-40ec-44a0-880d-91b82c08c185	2226
1901	98bda91a-cb9c-4391-b84a-25858cdc3f37	2088
25/8	206bcb75-58c7-4693-aeeb-c23c59607f3f	1557
9 to 5	584864f4-9691-4ea5-9b1b-175ed1acc231	838
A Certain Romance	7a7bc35c-c49c-408b-a860-23a8cfef6d43	1501
A Drop In The Ocean	9b347a38-772d-4019-b5ff-eeacd31109e3	555
A Little Less Conversation	eee65b9a-6806-4428-9700-f1e47887b1cb	2018
A Tale of 2 Citiez	4c6202cd-5ce4-46cd-8ea1-05b4603a7ec6	1425
A Teenager in Love	28e894eb-6bfb-4453-938e-a03df14f0dde	1061
Abersowasvon	9eeb23a6-12bf-4429-8921-7b0acfcd1f88	240
Act of the Apostle	21040012-4b46-41fc-92f7-48ddae454600	725
Adaptation	5f37b58d-7fa7-404d-a01a-b1736f72f331	1482
Afire Love	2c805ab0-6796-4269-b96f-8265f4a2fb8f	1490
Afterglow	efcbda19-1122-4144-ae56-29a250d21d28	1545
Ahmad's Blues	3f844cc7-b71d-475f-bcf0-ef308c5f75ee	1133
Aicha	81213af7-455d-4c03-ab00-566e2bd93bcc	2305
Ain't No Mountain High Enough	830a0ef5-283f-4f13-84ca-a97f86236e9f	1337
Ain't No Rest for the Wicked	e9bb1073-94e7-4ad0-a623-0bf0034af48c	729
Air	d9f11f4f-a415-411f-8202-42627cde2b4d	553
Alchemy	a1750217-16fb-4e27-a787-9b183509fa39	2223
Alianca	93ca16dc-d119-4352-933f-5bcf224e48ce	500
Alice's Restaurant Massacree	8a80f69f-0436-4a53-8d08-49f6f5066917	1161
Alive	1195ad5e-ba61-4228-a66c-d92d9bec4a29	127
Alive	70a97a6b-efd8-421d-ad69-3816a3bf6c74	1237
All Alone	92da1f05-0d96-441b-8e63-661a31779ff7	1474
All Along the Watchtower	81edf1da-d812-4e08-96dc-bf8c48edef1a	2040
All Eyes on You	6b4dc2f5-c2ce-49e1-8cac-e83e6365f4ce	370
All For Me Grog	90976aa4-3e57-4af6-b57e-ad7ceab20195	1302
All For You	9b622fab-52a8-48b4-9ce7-c8f22e2d2f92	604
All My Life	367c5229-163f-4d60-97b2-0e079b6625c6	971
All We Ever Wanted Was Everything	be915b72-ed9c-4568-a2e2-353a110526a8	2178
Alles aus Liebe	39ed25c8-004e-4f3f-b50e-63e20c09c162	326
Forgot About Dre	df5996f3-8b2e-4787-b147-fe287c50e295	330
Força	d5654197-5cfe-4acb-b0bd-dd66468fd241	2182
Fragments found	09166e79-3d6b-42db-965e-4fd43b1a2934	1064
Free Ride	aec0337a-6013-469e-b840-1d8a3e9fcd95	1303
Gangsterbraut	7fba978e-f02e-4f65-ac28-b39ac57a05c3	240
Ghetto Gospel	04412953-21ba-47ec-be08-0f366c1b483b	1451
God Bless the Child	16d68e3e-ebb0-4534-99aa-674992a0dd42	333
Hands Up	e830b3dd-9c6d-485a-ad22-a96ac0a933bd	1516
Hang Me, Oh Hang Me	9cb0e965-8bda-446e-90a4-ae86c321a868	1822
Hedonism (Just Because You Feel Good)	8482d89f-3ecf-403a-a407-de2a9275f33a	1279
Hell of a Night	e6478b94-5191-4c68-8647-827b8317f0fe	1462
High for This	c54f4b47-4ad1-4ccf-a978-1056619d7e1a	1482
Highway to Hell	5935ec91-8124-42ff-937f-f31a20ffe58f	987
Hubschraubereinsatz	7c5842a1-6ed7-4425-a849-abdcf9aebb18	1832
I Don't Like Mondays	bea7e9bf-bebe-4c5a-bc0a-12fcab2ac17e	1299
I Say a Little Prayer	39642b23-2c49-47f4-851f-b128c4df48c2	1983
I want you back	fc7dc7a7-defd-4e18-aa67-d7960465e43d	1307
I'm Ready	bcf96a63-620b-47a0-aca5-3f0de946cdcd	1498
In A Sentimental Mood	ee46d8aa-7873-4b98-9528-7aa15563fa61	333
In the Air Tonight	8711afe0-f179-4965-874b-88a05260b2b2	65
In the End	9d70086c-5d7a-4e7f-b1ed-c53c4b11310f	1402
It's a Secret	c90b17bf-1d78-470d-8e23-2ae689bfa22a	208
It's Always You	550c472a-1f41-461e-8d33-b6b29dc7f917	2142
It's Your Thing	99e23eb1-bbc2-4c36-aae7-2e4658a7741b	1306
Just In Case	293f313d-4892-437f-8c54-ad1db3216220	61
Just the Way It Is, Baby	97fc714e-51fd-4b2d-bbb9-1eb5247f0ba4	873
Kids (2 Finger an den Kopf)	e684349c-635c-4d60-bec0-dba4bc770426	1565
Kiss from a Rose	c6121c93-018d-42c5-814f-50669dfd3026	1268
Koa Hiatamadl	b0851e4a-309f-4b20-94c3-9494a9d3d931	2155
Küss' Die Hand Schöne Frau	a884305b-7e8d-4fb4-b775-833d6973b044	2014
La Grange	cd3f5efa-bc5e-4064-a765-960494ad4bb4	1972
La Rosita	683acd5a-0d5b-4a37-97d6-0dcfb133476b	1434
Lust For Life	20f5334d-2fbc-44b5-8429-325b7086e433	3148
Spanish Sahara	dbc42473-7e42-4faf-b56c-388cf2082966	252
Mirrors	ac29b2ad-2aa7-4e5e-88b9-00fcb8f98131	1072
Blue Ridge Mountains	310fa155-f188-46bb-b39a-f5ab8ac048df	3098
Rest My Chemistry	56228aad-af59-4f26-9e20-34b30a529312	3104
Spoonman	b41903dc-0bc5-4498-bc44-7b9658b36983	364
When the Levee Breaks	61fac487-6c27-4c18-8dab-1e82c6abb52b	1703
Subterranean Homesick Alien	bd82738d-163c-4b1a-bfaf-7acffe30e68a	71
99 Luftballons	938438b3-1360-4eac-a815-7ff9ca921008	3673
Mind Mischief	a282bde7-10fb-4ef4-983d-067a9ae8be4a	657
Bizarre Love Triangle	36a04874-5868-4f4f-8d97-624a7a0ab4b6	3087
Wait	9bfa18fd-2dbc-44f9-8048-d86f39dc354c	1043
Never Tear Us Apart	619ee3de-edef-4370-9373-02d90b1ccbb7	3234
Fitzpleasure	eeb3259b-0c9e-4564-ac86-399a6d748627	3079
Stubborn Love	ab403101-8383-405c-a477-758797b1fd98	3111
Jesus, Etc.	dadeaa1b-b997-4b35-a53c-24dd8b2b144f	3179
Call Me	5aca0e28-b3dc-42b8-8d48-6af35332addc	3137
Believe	32ca187e-ee25-4f18-b7d0-3b6713f24635	938
When the Sun Hits	ddfee9ee-aa94-48b7-b963-d0b69bef7c72	3120
Miss Murder	320ab068-f72c-4b6b-9bff-c6efc34657d4	1127
Signed, Sealed, Delivered (I'm Yours)	9a4eda8c-a904-460e-8863-1bbdd2cc482c	105
It's Beginning to Look a Lot Like Christmas	71f5c990-0a83-4879-9e3b-fecf2fb2aa55	3187
Landslide	d00f3915-f2a8-43c5-8669-39e26665112f	149
Mess Is Mine	18540381-5371-445d-b384-e7178a7fa177	3090
Superstition	17169b82-4d44-443c-be01-688ea961c8a3	105
The Beautiful People	e52a267c-18ec-4207-9b12-31ce991d060f	359
Dancing in the Dark	c5960ca6-3064-45c7-99d3-6b6e53521aa6	3093
Hey	014e54c8-708e-4e15-8fb9-d297f1dee7c5	513
Money	8b5a6bf1-017d-4fea-901b-0ae8d3c4204a	1247
Party in the U.S.A.	c2656d9f-ed39-46a6-ae6c-9a1cadd48ebc	1391
Nothing's Gonna Hurt You Baby	a91bb323-f019-4897-a2c5-4c64408ddfa6	3214
Firework	9846e3f4-7bb9-49be-8e91-837a5ee5cefb	692
Kashmir	9c08d02d-5e49-4ef9-b538-dce167adc54a	1703
Bleed It Out	5bbf09b5-2bf4-4c19-8228-36dc1f7e2f16	1402
On Top of the World	7fa37204-0d7c-4881-850f-d7562fde51f7	1569
Tessellate	c03d0c17-b702-4cd9-82b4-7361008f0933	3079
Walking on a Dream	170dfa5d-0235-446d-9f3d-d235c01abc91	127
All I Want	79bb3809-45de-4cd5-8927-a7d44a04dcdc	1522
Centuries	a210a0dc-1e81-4a62-9d89-f80c43aa0de5	2150
A Sky Full of Stars	21a17652-d4c5-4403-bff4-2715e7c60022	1509
Dirty Paws	40835b9e-90b4-4569-9a38-417e44086333	3109
SexyBack	d5ae079d-2138-443b-8c58-f2ce050928c3	1072
One for the Road	42f81b9d-4b96-4480-ab22-31ab3d602d42	1501
Idioteque	1c0377bb-c00b-4bbe-b4b2-615f13324adc	71
Tighten Up	f5e8287e-e3e0-4f18-8d89-837e0dbc1bb4	3086
Feeling Good	96b8213c-48ab-435a-bd70-7f9d491fd107	3134
Sabotage	73ef25fd-89c6-452e-b02c-90bf8bcb95b7	918
Roads	8a49dba0-253a-4535-b87f-78bb035336ce	3129
Red Eyes	91a04f0f-bb53-4544-9322-21d516c974b0	438
Hallelujah	7e34a170-69ef-45ca-8d3c-938be966351f	3245
Cherub Rock	27be6958-28bb-4db6-b91a-fca69015dbb3	431
Interstate Love Song	d81ff338-171f-4281-9b18-d63de9503caa	3173
Just Dance	0810268f-2e52-4f89-86be-42762ea3f6d4	353
The Next Episode	e9e419f3-a36d-46e0-83d0-b97bea8957eb	330
You Can Call Me Al	01e1696b-b3c7-4ffe-a42b-ec2c952f7429	3176
Angel	e9e0dfb5-4c3f-4db3-9848-f4e7a476e695	3089
Wake Me Up	72281f36-2845-4c70-95fd-bffbbeab1ef8	1576
Porcelain	a337c5df-7286-44d7-9296-8bc1d8549bd7	1580
It's Time	bd6e5ce5-03d7-4666-bcc1-844d5a319d75	1569
Through Glass	019b8694-3af1-4c0a-956f-4b8ea7f8a112	3180
Safe and Sound	c2beea02-a801-45af-ad8e-da444bfaf168	3340
Rocket Man (I Think It's Going to Be a Long Long Time)	338693c1-09b3-4605-8321-a4476c7d7bc8	2017
Shake It Out	dea77e5e-0aac-426c-b241-90b690f2f1e5	152
Backseat Freestyle	a3c6af59-af56-4d61-beac-032df8fc4015	1512
505	8dee0224-bcf9-4023-a805-9562bafd3450	1501
All You Had to Do Was Stay	035c98ee-1aae-4c19-bb2b-7f22a42807d3	1465
Oops!...I Did It Again	44abd7d3-c593-4587-a109-6d9582f13f36	728
Everybody Hurts	6add9eab-aab4-4671-8a98-0cba60ffed76	2101
All I Need	a4899f91-b300-4016-9040-8ec06358d89b	71
Salad Days	95e09a02-7c46-46e0-bda0-5ffc20fa13d7	2065
Dance, Dance	786e1009-2663-49e0-873d-f0cf06f51a25	2150
Roar	830bd7d7-be87-4c8c-8457-0424b86baf98	692
I Want It That Way	4ea2bd69-0c52-45d4-8201-2b3b2c180ba4	2128
Umbrella	0b4b1b0c-e057-4d8d-9a47-12a97ff6fb3d	999
All These Things That I've Done	cf15c2ad-8b05-4781-85f6-f97538bc1174	1004
Born This Way	f9f55fdf-2c9c-4ac5-8796-f913d5342001	353
First Day of My Life	e01bbb20-2247-40c6-afa9-f478f8fe6454	3252
Diamonds	f281056d-5696-43d0-bb2e-61677ef65309	999
Myth	eea564f4-4dc5-4115-adad-d03edb631e8c	3106
The Funeral	8606ca1f-1a5d-4243-8360-dcad40539ef1	3226
